code,code_name,tabela,filter,foreign_table,tipo_geometria
10,Açude,tipo_elemento_hidrografico,NOME,centroide_massa_dagua_p,p
1,Lagoa,tipo_elemento_hidrografico,NOME,centroide_massa_dagua_p,p
9,Lago,tipo_elemento_hidrografico,NOME,centroide_massa_dagua_p,p
132,Armazém,tipo_deposito,NOME,constr_deposito_a,"p,a"
301,Aterro,tipo_veg,NOME,constr_deposito_a,p
198,Belmont Transportes e Logística,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,Central de Tratamento de Resíduos,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,Condomínio de Galpões Monte Sinai,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,CT - Botelho Ipojuca,tipo_deposito,NOME,constr_deposito_a,"p,a"
198,Depósito de Material Industrial,tipo_deposito,NOME,constr_deposito_a,"p,a"
398,Estação de Tratamento de Efluentes,tipo_deposito,NOME,constr_deposito_a,"a,p"
301,Estação de Tratamento de Esgoto,tipo_veg,NOME,constr_deposito_a,p
108,Refinaria,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,Usina,tipo_deposito,NOME,constr_deposito_a,"p,a"
113,White Martins Gases,tipo_deposito,NOME,constr_deposito_a,"a,p"
108,Windrose Serviços Marítmos LTDA,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,Ziran Nordeste Transporte Rodoviario de Cargas Ltda,tipo_deposito,NOME,constr_deposito_a,"p,a"
301,Aché Laboratórios Farmacêuticos,tipo_veg,NOME,constr_deposito_a,p
108,Amanco Wavin,tipo_deposito,NOME,constr_deposito_a,"p,a"
301,Estação de Tratamento de Esgoto - Gaibú,tipo_veg,NOME,constr_deposito_a,p
301,Ingredion Brasil,tipo_veg,NOME,constr_deposito_a,p
113,Combustível,tipo_deposito,NOME,constr_deposito_a,"a,p"
113,Gás,tipo_deposito,NOME,constr_deposito_a,"a,p"
108,Termopernambuco,tipo_deposito,NOME,constr_deposito_a,"p,a"
132,Armazém de Açúcar - Usica Cucaú,tipo_deposito,NOME,constr_deposito_a,"p,a"
398,Estação de Tratamento de Efluentes Industriais,tipo_deposito,NOME,constr_deposito_a,"a,p"
301,Usina Cucaú,tipo_veg,NOME,constr_deposito_a,p
198,Areia,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,Barcos,tipo_deposito,NOME,constr_deposito_a,"p,a"
301,Compesa,tipo_veg,NOME,constr_deposito_a,p
108,Maquinário,tipo_deposito,NOME,constr_deposito_a,"p,a"
108,NE Marinas,tipo_deposito,NOME,constr_deposito_a,"p,a"
306,Aterro Controlado- Consórcios de municípios do Litoral Sul,tipo_deposito,NOME,constr_deposito_a,"p,a"
201,Estação de Tratamento de Água - Compahia Pernambucana de Saneamento,tipo_veg,NOME,constr_deposito_a,p
108,Refinaria Abreu  e Lima,tipo_deposito,NOME,constr_deposito_p,"p,a"
101,Refinaria Abreu e Lima,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,Usina Ipojuca S/A,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,White Martins Gases,tipo_deposito,NOME,constr_deposito_p,"a,p"
204,reservatório da compesa,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,Água,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,Combustível,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,Gás,tipo_deposito,NOME,constr_deposito_p,"a,p"
113,Reservatório de Gás,tipo_deposito,NOME,constr_deposito_p,"a,p"
132,Ultragaz,tipo_deposito,NOME,constr_deposito_p,"p,a"
202,Caixa D'água Municipal,tipo_deposito,NOME,constr_deposito_p,"p,a"
113,Usina de Cocaú,tipo_deposito,NOME,constr_deposito_p,"a,p"
201,Compesa,tipo_veg,NOME,constr_deposito_p,p
108,Maquinário,tipo_deposito,NOME,constr_deposito_p,"p,a"
108,Usina Trapiche,tipo_deposito,NOME,constr_deposito_p,"p,a"
108,Usina Trapiche-SA,tipo_deposito,NOME,constr_deposito_p,"p,a"
112,Barracão de máquinas agrícolas,tipo_deposito,NOME,constr_deposito_p,"a,p"
202,Caixa Dágua - Compahia Pernambucana de Saneamento,tipo_deposito,NOME,constr_deposito_p,"p,a"
202,Compesa,tipo_deposito,NOME,constr_deposito_p,"p,a"
108,Oficina de caminhões,tipo_deposito,NOME,constr_deposito_p,"p,a"
202,Reservatório Elevado,tipo_deposito,NOME,constr_deposito_p,"p,a"
198,Tanque de Combustível,tipo_deposito,NOME,constr_deposito_p,"p,a"
904,Atacado,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2026,Centro de Reabilitação do SUS,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1398,Clube,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
519,Colégio,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
519,Escola,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
498,Estação de Tratamento de Efluentes Industriais,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
801,Estádio,tipo_veg,NOME,constr_edificacao_a,p
520,Faculdade,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
802,Ginásio E.R.E.M,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2025,Hospital,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Hotel,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
523,Instituto Federal,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
601,Paróquia,tipo_veg,NOME,constr_edificacao_a,p
1023,Petrobras Petroquímica,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2601,Posto Br,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2601,Posto Ipiranga,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Pousada,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1322,Prefeitura,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1023,Refinaria,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Residência Medina - Pousada e Aparts,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Salgado Agropecuária,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
601,Santuário Santo Cristo,tipo_veg,NOME,constr_edificacao_a,p
1316,Secretaria de Saúde de Ipojuca,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
523,SENAI Ipojuca,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
0,Serralharia Trank Seguro,tipo_exposicao,NOME,constr_edificacao_a,"p,a"
1020,Siw Kits Eólicos Ltda,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
302,Subestação da Compesa,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
904,Todo Dia,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Transpaz,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2025,UPA  Ipojuca - Unidade dePronto Atendimento,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1015,Usina Ipojuca S/A,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1024,White Martins Gases,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Windrose Serviços Marítmos LTDA,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Ziran Nordeste Transporte Rodoviario de Cargas Ltda,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1098,Aché Laboratórios Farmacêuticos,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1025,Amanco Wavin,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1025,Amcor Suape,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1098,APM Terminais Suape,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1031,Arclima Engenharria,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Centro de distribuição Toyota,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1045,Cimento Forte - CBMC,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
519,Colégio Santa Maria,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2213,Concessionária Rota do Atlântico,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
0,Condomínio Quintas da Praia,tipo_exposicao,NOME,constr_edificacao_a,"p,a"
0,Condomínio Vila dos Corais,tipo_exposicao,NOME,constr_edificacao_a,"p,a"
1098,Dexco Deca,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
517,Educandário Luz Divina,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,E-Log Pátio de Triagem,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
518,Escola Municipal Professora Maria Thamar Leite da Fonseca,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
405,Estação de Tratamento de Esgoto - Paiva,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1098,Estaleiro Atlântico Sul,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Estaleiro Vard Promar S.A,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Gmix - Fábrica de Cal,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Hotel Vila Galé,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
601,Igreja Nossa Senhora de Nazaré,tipo_veg,NOME,constr_edificacao_a,p
1015,Ingredion Brasil,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1045,Intercement Brasil,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,JSL Cabo de Santo Agostinho,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
903,Novo Mundo Empresarial,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Pernambuco Desenvolvimento Industrial Pernambuco,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
905,Reserva do Paiva Hotel e Convention Center,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1034,Shineray do Brasil,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
904,Supermercado Arco-Mix,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
903,Unique Paiva,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
0,Varanda do Parque,tipo_exposicao,NOME,constr_edificacao_a,"p,a"
1035,Windrose - Shipping Agents & Logistics,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Ancorar - Flat Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2501,APM Terminals,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2501,Autoridade Portuária,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Beach Class Muro Alto Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Beach Class Residence Eco Life Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Beach Class Solare,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Beach Class Summer,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Beach Class Verano,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Bloco Beijupira - Nannai Residence,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Brasilgás,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1015,Bunge Alimentos,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Cambôa Beach Club,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Copagaz Distribuidora,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Cupe Beach Living Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Ekoara Residence,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Enotel Hotel Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Enseada Muro Alto,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Estaleiro Atlântico Sul,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2501,Filial Petrobahia Base Suape - BASUA,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Flat Muro Alto Clube,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Hotel Solar - Porto de Galinhas,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Kembali Hotel,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,La Fleur Polinésia Residence & Resort,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,La Fleur Residence & Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Localfrio Logística Suata Serviços,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Makia Beach Muro Alto Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Malawí Muro Alto Beach House,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Malia Beach Experience,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Mana Beach Muro Alto Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1098,Marine Energy,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Marulhos Suítes Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Marupiara Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Maruplara Suítes,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Movecta Terminal Alfandegário,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Nannai Muro Alto,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Ocaporã Hotel,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Oka Flat Residence Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2101,Orgão de Gestão de Mão de Obra do Trabalho do Porto de Suape,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Palm Village Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Pandenor,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Plage Premiere Residence,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Porto Plaza Hotel,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Pousada Tabajuba,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Sâmoa Residence & Resort,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1015,Seara Alimentos,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,SP Ipojuca,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2501,Suape,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Summerville All,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Supergasbras,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
907,Tabaobí Smart Hotel,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,The Westin - Porto de Galinhas,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1023,Transpetro,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Ultragaz,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1304,VIGIAGRO Suape - Ministério da Agricultura,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Village porto de Galinhas Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Villa Muro Alto,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Vivá porto de Galinhas Resort,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1298,Alojamento da Usina Cucaú,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
9999,Escola Municipal Maria José Monteiro,#N/DISP,NOME,constr_edificacao_a,#N/DISP
998,Mercado Público,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1098,Usina Cucaú,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
518,Centro de Ensino Integral Cristo Redentor,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
802,Centro Recreativo de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
2029,Comunidade Católica Nova Jericó,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
605,Convento de São Francisco,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
516,Creche Maria José Ferreira de,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
516,Creche Professora Beatriz Francisca da Silva,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
519,EREM - Escola Estadual de Referência em Ensino Médio Albertina da Costa Soares,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
998,Mercado Público de Sirinhaém,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
818,Pátio de Eventos José Hildo Hacker,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
0,Serrambi Resort,tipo_exposicao,NOME,constr_edificacao_a,"p,a"
601,Templo Matriz da IEADPE - Sinharém,tipo_veg,NOME,constr_edificacao_a,p
1098,Acender Engenharia,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
405,Antiga Estação de Tratamento de Esgoto,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1216,Aquacultura de Subsistência,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
818,Centro de Eventos Hildo Hacker,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
519,Escola de Referênca em Ensino Médio Wilson de Andrade Barreto,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
519,Escola Estadual Joaquim Silvério Pimentel,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
2025,Hospital Municipal Maria José Monteiro,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
907,Hotel Praia dos Carneiros,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
601,Igreja Evangélica Assembléia de Deus,tipo_veg,NOME,constr_edificacao_a,p
910,Pátio da Feira do Rio Formoso,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
898,Praça de Alimentação Municipal Professora Beatriz de Moraes,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
1316,Secretaria de Infraestrutura e Serviços Públicos de Rio Formoso,tipo_edificacao,NOME,constr_edificacao_a,"p,a"
998,Sindicato do Trabalhadores Rurais do Rio Formoso,tipo_edificacao,NOME,constr_edificacao_a,"a,p"
1798,3ª Companhia do 18º Batalhão de Polícia Militar,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1712,3ª Seção de Bombeiros de Incêdio - Corpo de Bombeiros,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1029,Aguilar y Salas Brasil,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1024,Alpek Polyester,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2101,Animal Amigo,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
2101,Associação do Pequenos Produtores Rurais,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2101,Associação Quilombola Ilha de Mercês,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
498,Aterro Municipal de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1398,Autarquia Municipal de Trânsito e Transportes,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Banco do Brasil,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Banco Itaú,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Banco Santander,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Bar,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Belmont Transportes e Logística,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Borracharia,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Borracharia do Raimundo,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Cabo Vistoria de Veículos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
898,Cachoeira Eco Parque Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Caixa Banco do Nordeste,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
908,Caixa Econômica,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1098,Calium do Nordeste,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1308,Câmara Municipal de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1308,Câmara Municipal do Ipojuca - Anexo 1,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
601,Capela de Nossa,tipo_veg,NOME,constr_edificacao_p,p
1303,Cartório de Ipojuca - Ofício Único,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1303,Cartório Eleitoral,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1303,Cartório Registro Civil de Pessoas Naturais de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
498,Central de Tratamento de Resíduos - Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
519,Centro de Formação Professora Nadir da Costa Monteiro,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Centro de Referência à Saúde do Homem,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2028,Centro de Saúde e Serviços,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Centro Educacional Maria Santíssima,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
603,Centro Espírita Trabalhos Espirituais,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Colégio e Curso Nova Visão,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
898,Companhia do Lazer,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2213,Concessionária Rota do Atlântico,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,Concrearte,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Congregação da Igreja Pentecostal Assembleia de Deus de Camela,tipo_veg,NOME,constr_edificacao_p,p
525,Conselho Escolar Jesus Nazareno,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1398,Conselho Municipal dos Direitos da Criança e do Adolescente,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1304,Controladoria Geral Municipal,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Cooperativa dos Transportadores de Açúcar e Cargas em Geral de Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Correios,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,CT - Botelho Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1315,Defensoria Pública do Estado de Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
3001,Delegacia de Polícia de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Educandário Santa Clara,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
516,Educandário Vivendo e Aprendendo,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Engenho Guerra,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1015,Envasadora de Água Gelito Ltda,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
518,EPP- Escola Primeiros Passos,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Bom Saber,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Fundamental Santa Rita,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
518,Escola Paroquial São Miguel,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1015,Espaço da Galega Bar,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Espaço Família Diniz,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
302,Estação de Tratamento de Água,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
405,Estação de Tratamento de Esgoto-  Nossa Senhora do Ó,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
303,Estação Elevatória de Água Bruta,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1212,Fazenda Encontro das Águas,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2498,Feira Livre de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1046,Flare,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1215,Folhas Verdes Sementeira,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1313,Fórum de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1313,Fórum do Trabalho de Ipojuca - 1ª e 2ª Vara,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Igreja,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Evangélica Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal Assembleia de Deus,tipo_veg,NOME,constr_edificacao_p,p
601,Igreja Pentecostal o Poder da Fé,tipo_veg,NOME,constr_edificacao_p,p
1025,Indorama Ventures Polímeros,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
523,Instituto Federal de Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
603,Ipajuã do Amanhecer,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1307,Ipojuca Prev,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2029,Laboratório Municipal do Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Locaserv,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
904,Mercadinho,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
904,Mercadinho Tora Tora,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
910,Mercado Público Vereador José Marinho Alves,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1398,Ministério Público de Pernambuco,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
3002,Núcleo de Segurança Comunitária Nossa Senhora do Ó,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
818,Pátio de Eventos,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
3003,Patrulha Rural,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1023,Petrobras Petroquímica,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
2028,Policlínica Severina Teles,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1045,polimix,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2601,Posto Br,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2601,Posto Ipiranga,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
907,Pousada Carcará,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
601,Primeira Igreja Batista de Filadélfia - Missão Evangélica Novo Israel,tipo_veg,NOME,constr_edificacao_p,p
601,Primeira Igreja Batista em Nossa Senhora do Ó,tipo_veg,NOME,constr_edificacao_p,p
1023,Refinaria Abreu  e Lima,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1023,Refinaria Abreu e Lima,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Rei das Coxinhas,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Renovadora de Pneus,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Restaurante,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Restaurante Delícias do Porto,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
998,Restaurante e Lanchonete Sabor na Mesa,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
3003,Ronda Ostensiva Municipal,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
1098,Salgado Agropecuária,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria da Mulher de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria de Agricultura de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria de Educação de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria de Habitação de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria de Infraestrutura de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria de Meio Ambiente e Controle Urbano de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
1316,Secretaria Municipal de Defesa Social  de Ipojuca,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
2026,Servpac Serviços de Patologia Clínica,tipo_edificacao,NOME,constr_edificacao_p,"p,a"
998,Sítio João Isídio Pizzaria,tipo_edificacao,NOME,constr_edificacao_p,"a,p"
